ts,Belkin Art Gallery,Brimacombe-QMI,CCM,CICSR,Forest Sci,Hebb,Koerner Library,Life Sci,Longhouse,MOA,Pacific Res - Sturgeon House,Pacific Res - Orca House,Parc Library,SPPH,UBC Tennis Centre (New),Allard Hall,Art Students Centre,Biomed,Bookstore-NCE,Brock South,Chem Centre,Coal & Mineral,EOS,Food & Beverage Innovation Centre,Michael Smith,Pharmacy,Pulp & Paper,Tall Wood,ULTL,AERL,Alumni Centre,AMS Nest,Bio Sci South,Bio Sci West,BRDF,Buchanan Tower,Chan Centre,CIRS,ESB,FNH,Iona,Orchard Commons,Ponderosa North,Doug Mitchell Thunderbird Sports Centre
2024-01-04T00:00:00Z Rel,57.678706791820254kW,756.479248046875kW,298.8485646502175kW,174.14868997847586kW,612.43212890625kW,47.62645911592031kW,170.54071207099494kW,2203.748291015625kW,25.051828513708372kW,289.9325135504752kW,394.44215001106244kW,113.05409558587597kW,84.3815689086914kW,123.38558271531707kW,85.32394409179688kW,210.27498968124414kW,22.70285987854004kW,187.9408425186296kW,108.40795164858855kW,"",329.19363896158023kW,54.57211389020633kW,327.76134329901805kW,"",469.83122287608944kW,1787.2601318359375kW,75.34651264618945kW,155.37419773843553kW,293.5346206250017kW,38.040195278437025kW,42.977741811452155kW,259.10628216001703kW,317.98385572327527kW,534.0481352156182kW,238.99481201171875kW,58.86253546114326kW,140.09439086914062kW,75.02743916944219kW,467.6092992920353kW,114.06264818615382kW,125.12464141845703kW,345.10194668169345kW,392.9614744581998kW,446.6860467928432kW
2024-01-05T00:00:00Z Rel,61.06190227919162kW,797.4306640625kW,298.7500515102455kW,168.0125810361794kW,625.4871215820312kW,47.70504570720379kW,179.85991090333033kW,2247.96337890625kW,25.283577487612245kW,302.83723963401974kW,410.2595114902213kW,120.86963692426689kW,82.66621398925781kW,124.77681235958026kW,86.75511169433594kW,219.09908925736394kW,21.585586547851562kW,196.1170604829437kW,108.75433428923282kW,"",379.83995284433695kW,56.412814566117746kW,327.15252418853635kW,"",466.11755493199377kW,1787.2601318359375kW,73.1816361826437kW,169.56524936375826kW,289.5390642431048kW,36.17283149520557kW,42.93044694176435kW,280.65652443073407kW,314.27934680726787kW,551.1055549769926kW,298.6044921875kW,62.86774403580917kW,123.69102478027344kW,73.7223063718831kW,445.3828772396515kW,114.92944879849742kW,124.71134948730469kW,403.2891536256999kW,411.82070229742345kW,444.41863147223484kW
2024-01-06T00:00:00Z Rel,57.08916537423932kW,746.9041137695312kW,298.53177375069373kW,118.5642645196563kW,433.8798522949219kW,36.91829695034909kW,150.6104604408475kW,1991.3575439453125kW,14.560705052172692kW,308.94782167770234kW,420.43520501913895kW,125.48323306383905kW,71.43058013916016kW,88.72997136213174kW,86.21014404296875kW,186.72008526775576kW,17.701818466186523kW,192.28155611179506kW,99.01877516534587kW,"",369.1568138892565kW,49.12020922652001kW,301.81720635166914kW,"",404.77843570391343kW,1787.2601318359375kW,68.05511614609647kW,170.12613939179323kW,264.85083131754834kW,30.059783263824585kW,35.141489485369775kW,242.59258965298002kW,308.2982346368718kW,531.8358067777419kW,263.9761657714844kW,54.126945636802276kW,116.26071166992188kW,62.94975039332002kW,409.2607656853283kW,110.33334877941327kW,122.46076202392578kW,408.2084420412556kW,377.6296824232739kW,458.7551484881505kW
2024-01-07T00:00:00Z Rel,58.67754750406309kW,733.5750122070312kW,298.97567500008466kW,117.1833120160634kW,483.949951171875kW,39.32828040288558kW,149.1688630462575kW,1839.42578125kW,16.57728354733299kW,313.76321583253383kW,473.20632886815986kW,144.79455699673406kW,69.81784057617188kW,93.42575443824134kW,86.10999298095703kW,166.70764450267484kW,12.753978729248047kW,197.6922856357362kW,99.61095124562581kW,"",368.8260397437772kW,50.408378683858395kW,324.6491283791153kW,"",378.58914924056444kW,1787.2601318359375kW,68.98398666717382kW,186.47384247691514kW,260.655943335781kW,31.40006144128466kW,35.880291599344304kW,244.2891601986354kW,313.4950521811735kW,541.7809731342178kW,260.6927185058594kW,53.96509214467467kW,124.63101959228516kW,68.86062399413848kW,408.2792920409308kW,111.9261725875185kW,120.41100311279297kW,549.186909976182kW,400.34362331284456kW,450.5431196943916kW
2024-01-08T00:00:00Z Rel,64.71033411741257kW,796.1209716796875kW,315.73098597632503kW,177.48287185094975kW,595.2385864257812kW,57.51628633020099kW,193.06601944402382kW,2368.64697265625kW,36.528855775804416kW,321.00988942782055kW,536.3365134274518kW,159.94146519678614kW,89.44418334960938kW,140.23888915971472kW,88.10742950439453kW,246.92535481823833kW,25.03329086303711kW,214.88070284048734kW,111.3541271792519kW,"",379.6155099868776kW,57.328271618684134kW,388.49458464375175kW,"",482.545622557181kW,1787.2601318359375kW,79.67305035599951kW,208.16787199885744kW,284.79044150016875kW,42.94971690034426kW,51.68876572743608kW,337.87262321542806kW,321.49435658066363kW,587.0414721665561kW,253.95672607421875kW,68.93226418309749kW,192.9515380859375kW,88.26106954278764kW,429.7350487324043kW,118.2133636465779kW,128.56971740722656kW,826.2861671899864kW,485.76923255213984kW,452.44173070254146kW
2024-01-09T00:00:00Z Rel,62.67576937231752kW,793.1187133789062kW,327.27174905317844kW,177.11573182300305kW,646.80810546875kW,58.1994634605558kW,180.20130547788406kW,2302.983154296875kW,32.213572067287245kW,310.03276759871727kW,491.516239109746kW,137.50989493060985kW,81.2422866821289kW,136.9045370718285kW,86.49140930175781kW,244.19627219156004kW,30.86164093017578kW,205.77880301970038kW,112.65821934523407kW,"",378.40931070575067kW,54.164615979194636kW,380.41125662326846kW,"",488.4161109592294kW,1787.2601318359375kW,81.6100535309755kW,198.79558095702419kW,289.3090800742749kW,41.91692006309831kW,49.79271266683385kW,336.3852940317433kW,315.6721762777256kW,563.8542931705044kW,255.70274353027344kW,66.14524805713594kW,163.41091918945312kW,85.00953617656668kW,466.57795711684963kW,119.37486233137278kW,129.57135009765625kW,771.0851128126062kW,469.0387698187657kW,467.6216725782112kW
2024-01-10T00:00:00Z Rel,64.24478347188906kW,802.1495361328125kW,313.11807636773165kW,184.007585823006kW,642.17578125kW,58.3196645174424kW,188.69843028236318kW,2363.1552734375kW,32.58502170715071kW,311.95051430825794kW,490.6324135494236kW,141.1625898748857kW,83.19183349609375kW,135.87653129683602kW,87.0929183959961kW,241.8512068998373kW,22.306018829345703kW,212.61039886227348kW,114.28505706063025kW,"",361.2009103227547kW,52.206680048306744kW,432.6873372070878kW,"",514.2579137226388kW,1787.2601318359375kW,80.5865419316292kW,189.5269994416062kW,292.4254218484739kW,42.14017611790586kW,49.379380192557974kW,337.03592623110194kW,311.7391765898245kW,571.8475567070639kW,262.7347717285156kW,68.67237205637836kW,170.6998748779297kW,84.06191844494259kW,430.67082733931386kW,117.79000306941845kW,130.75885009765625kW,735.7827143407749kW,465.5003790367974kW,485.4129994314689kW
2024-01-11T00:00:00Z Rel,52.38166726166455kW,804.6771240234375kW,334.62530314516147kW,197.20019813255033kW,595.64599609375kW,59.261348652044894kW,209.7290516723527kW,2375.4365234375kW,59.08876878033075kW,320.9496110287422kW,556.0244581120097kW,152.87421985749856kW,80.53385162353516kW,139.77981163863785kW,87.78652954101562kW,254.14406941184305kW,24.247310638427734kW,231.18083848811972kW,114.48609692900271kW,"",446.34353687886875kW,52.5257530376867kW,463.60193757410383kW,"",524.0563240881323kW,1787.2601318359375kW,80.63937212873395kW,214.04765007407556kW,314.2925755861073kW,42.90189503954516kW,67.49143701756438kW,339.33283971698256kW,325.94194654641353kW,575.241865637391kW,273.59893798828125kW,69.68075571223541kW,182.582763671875kW,97.08332884152729kW,441.69875198081667kW,120.14356307303463kW,134.22796630859375kW,754.3449535214468kW,513.3484631093339kW,517.5455554672521kW
2024-01-12T00:00:00Z Rel,51.71623745762641kW,822.5918579101562kW,366.4454994565465kW,185.01025325245334kW,611.3745727539062kW,59.346560041374616kW,220.54294253313967kW,2342.21240234375kW,73.29913892900507kW,327.5244489673334kW,650.1856334728662kW,193.29081004301702kW,63.242286682128906kW,141.55936484937317kW,88.55390930175781kW,265.85313435996kW,25.152067184448242kW,246.04053144649242kW,121.62832362510545kW,"",439.1921198184398kW,54.856987650129525kW,510.91105596542366kW,"",521.9611581812962kW,1787.2601318359375kW,81.57248034132863kW,249.09324836112822kW,322.5394845432709kW,42.13707456496023kW,65.430292189077kW,346.57852412700663kW,329.38656030107427kW,571.6946911112469kW,291.8567810058594kW,72.65844076735006kW,189.26243591308594kW,112.88638471364979kW,443.8873463450549kW,123.55182691397499kW,134.23146057128906kW,816.6879640437961kW,553.7695994493695kW,537.5421690834888kW
2024-01-13T00:00:00Z Rel,60.73645828556126kW,797.373046875kW,352.5829873448827kW,128.9431151706201kW,535.9722900390625kW,43.71461541204545kW,188.9866512664156kW,2015.244384765625kW,70.14081946752697kW,317.5997477077553kW,669.1809085966037kW,184.97386000341848kW,42.65212631225586kW,121.86428351119707kW,83.96340942382812kW,236.8962407788523kW,23.304582595825195kW,240.9328357889035kW,112.35871815363564kW,"",345.6766275363497kW,53.19811589669298kW,466.4419410168684kW,"",453.22349652219697kW,1787.2601318359375kW,64.27700639080125kW,257.52817958973066kW,294.8442077559012kW,34.69421564219176kW,62.55130912153806kW,290.2935062768724kW,323.56554640911236kW,534.4357677777613kW,268.539794921875kW,55.46169017235439kW,193.43206787109375kW,104.45047877488311kW,426.4597925210888kW,108.28751700516091kW,134.0312957763672kW,782.0060880611553kW,566.0602553024995kW,531.066466967971kW
2024-01-14T00:00:00Z Rel,64.60857930483648kW,743.87353515625kW,339.78623414604783kW,128.67384754278055kW,526.1653442382812kW,50.45396989879782kW,181.5025058772826kW,1991.3575439453125kW,66.54605483509876kW,322.22325340765485kW,669.7701818501505kW,171.70472593978604kW,18.927106857299805kW,123.11023308277132kW,75.22048950195312kW,173.77532928996612kW,14.693146705627441kW,219.52355274845087kW,113.14292661958255kW,"",263.0674461594335kW,53.61402474928788kW,415.31605554615976kW,"",425.5937514026076kW,1787.2601318359375kW,42.125934752314166kW,256.8214976957109kW,248.7153487707069kW,35.08381795726444kW,61.37519549992341kW,291.5598924470834kW,322.3451374446022kW,506.84762946340715kW,229.78782653808594kW,40.85878652899353kW,167.17616271972656kW,98.70628069471427kW,426.0260926998991kW,97.50029228334077kW,131.94700622558594kW,755.7312387515883kW,558.521512023785kW,526.7194553890932kW
2024-01-15T00:00:00Z Rel,67.31000060059415kW,806.2031860351562kW,348.0002690689655kW,192.9103960929093kW,618.6570434570312kW,67.42121001890413kW,211.1785742555722kW,2405.151123046875kW,67.42410357033766kW,342.72385592319336kW,639.7919194150861kW,163.24348879407952kW,28.32720947265625kW,140.52515588795674kW,75.04863739013672kW,202.3190587810232kW,25.746273040771484kW,231.8911955672723kW,120.50708695067318kW,"",292.13635629194795kW,60.384772020490054kW,437.21877545286145kW,"",520.0669546635945kW,1787.2601318359375kW,54.03598157326381kW,240.8348634258907kW,271.88916410534426kW,44.65019075850643kW,67.0964974302715kW,356.18057158028626kW,332.35841607800216kW,548.508840383953kW,300.9389343261719kW,58.56733006183752kW,162.2902069091797kW,105.19059226738081kW,446.5931103967736kW,115.1806910342639kW,140.38185119628906kW,771.173501654024kW,548.7007850519814kW,522.2898160817884kW
2024-01-16T00:00:00Z Rel,67.23999288254313kW,806.882080078125kW,336.92907001283425kW,199.44641460047845kW,674.9019775390625kW,74.22962136767535kW,214.04450690057584kW,2364.532470703125kW,64.20476371738651kW,325.66051970146333kW,619.9065403902966kW,163.0882836591756kW,28.193641662597656kW,136.8775394162424kW,73.97702026367188kW,196.13123722623902kW,26.285554885864258kW,229.13903460555585kW,120.22127185212234kW,"",327.1075758093372kW,60.90192724113113kW,446.0645470534428kW,"",516.9853925436515kW,1787.2601318359375kW,76.08627878427507kW,231.01694743456636kW,274.00795956770634kW,41.4068326387803kW,73.60358713595959kW,354.4068527753262kW,330.1997694520596kW,551.1489680721146kW,268.9933776855469kW,58.51786822034251kW,156.86199951171875kW,106.44403567358293kW,452.15447161250665kW,120.51154480563278kW,142.32904052734375kW,804.2575409988099kW,548.0467126800395kW,525.504056751111kW
2024-01-17T00:00:00Z Rel,64.83574018659414kW,805.9063110351562kW,349.5357695780857kW,179.728083154184kW,577.0616455078125kW,59.87150689725528kW,154.53449607098554kW,2120kW,49.413174397216835kW,302.7875830143476kW,633.3436145973208kW,163.03448936930403kW,21.302995681762695kW,116.35378548286585kW,73.89387512207031kW,158.2445508280509kW,18.998048782348633kW,214.48910523485242kW,112.41319882030854kW,"",310.0186519515078kW,55.269539624871996kW,436.50537051695363kW,"",477.42732634367763kW,1787.2601318359375kW,80.26961802597403kW,238.87184470370968kW,258.74921282220777kW,37.58561819946323kW,57.92059373670151kW,288.0670051678904kW,322.9443902669128kW,553.0573706888272kW,263.4888000488281kW,51.08538392075786kW,178.19552612304688kW,91.55827164120144kW,442.4820764241398kW,109.40346097486983kW,141.81997680664062kW,809.4729545988866kW,555.1033326982568kW,472.3831906097907kW
2024-01-18T00:00:00Z Rel,61.93894260697894kW,786.8699340820312kW,331.90711764865506kW,186.3680862912424kW,592.5335083007812kW,56.64853220414236kW,170.04242381952437kW,2268.9013671875kW,44.72468086141119kW,305.2725129863945kW,624.2405773297064kW,160.9830706893073kW,21.63791275024414kW,121.22997588713973kW,73.58441162109375kW,174.08348503801568kW,19.553850173950195kW,213.66335982004787kW,113.96351004459224kW,"",346.24278894848294kW,51.68187428933598kW,414.9739453895005kW,"",477.36346967555846kW,1787.2601318359375kW,81.97495928781991kW,226.40985972634067kW,283.0771824833193kW,41.65974068796192kW,50.26902998952959kW,292.76058806648876kW,319.09677690188107kW,599.1611385161794kW,286.6033630371094kW,50.913830831757316kW,179.66867065429688kW,91.33576499007367kW,465.79509611094477kW,109.48599087697512kW,144.11148071289062kW,797.6272686760512kW,529.9293144035339kW,503.8957525511138kW
2024-01-19T00:00:00Z Rel,64.08950291258313kW,809.2030639648438kW,328.78181419301933kW,197.2816015393648kW,678.2386474609375kW,64.5814573830587kW,187.6233624393852kW,2326.79736328125kW,38.68445385218773kW,297.21956480503115kW,587.5645763983551kW,153.31080715947684kW,28.529666900634766kW,130.48206207195918kW,74.00713348388672kW,189.00041405951512kW,20.880538940429688kW,185.05614776046207kW,117.49972096054644kW,"",372.10812193376046kW,49.088218134531296kW,398.47584500100874kW,"",499.2429853884376kW,1787.2601318359375kW,82.80839528551802kW,209.98358870912472kW,288.2356000320997kW,40.09928519096643kW,57.69490391029242kW,339.9937002642949kW,306.01100365320843kW,565.1672790527346kW,306.29266357421875kW,52.916840254598185kW,132.78173828125kW,86.92798160809055kW,430.1822903601331kW,119.37991897287192kW,145.5264129638672kW,752.577742585783kW,487.69913045070814kW,560.2826189189491kW
2024-01-20T00:00:00Z Rel,64.44182851906167kW,772.2958984375kW,305.6620103768949kW,135.42302487276223kW,486.8623046875kW,43.343934528342004kW,171.74539342209167kW,2072.6220703125kW,16.518994370036648kW,280.32368692804255kW,543.0515208827127kW,135.13910618446494kW,17.095062255859375kW,95.3989288305353kW,73.18598937988281kW,155.00929241515976kW,19.55795669555664kW,149.05389269387274kW,103.38649880568192kW,"",353.03643404006914kW,44.21804573767712kW,361.7067486501623kW,"",435.8068899772784kW,1787.2601318359375kW,74.68064138898144kW,188.11879076569156kW,256.50644017166593kW,31.92604540776323kW,46.40048539852655kW,276.78643386876143kW,295.3822480878125kW,528.493416315361kW,264.1139221191406kW,36.37535413424173kW,217.58062744140625kW,69.01871821827359kW,407.7969809482711kW,113.46943891419298kW,127.6160888671875kW,671.1894941245193kW,425.3135289305231kW,536.5635270627342kW
2024-01-21T00:00:00Z Rel,72.11003619048343kW,776.3533935546875kW,301.7438140010836kW,132.09771341350321kW,460.5368347167969kW,43.39078096447163kW,166.0751401858861kW,1991.3575439453125kW,16.304163986477583kW,271.9024108874356kW,498.46053674309326kW,129.21466543647978kW,17.11956024169922kW,92.96608435339402kW,71.45625305175781kW,148.09541224055815kW,16.914661407470703kW,144.57087327180065kW,101.96876076786599kW,"",343.7468179487301kW,43.83343311351756kW,350.2853567557868kW,"",406.7561428214885kW,1787.2601318359375kW,73.09594244886338kW,177.6362914616973kW,290.0487499143461kW,32.08399717286782kW,39.86180224189055kW,258.12876784589514kW,293.3774179124833kW,490.424768850892kW,290.3092041015625kW,37.99606400887168kW,160.28477478027344kW,70.46248920793889kW,443.024311994623kW,112.63195001681655kW,132.31625366210938kW,647.5477494109115kW,421.7712250165579kW,519.6427702013649kW
2024-01-22T00:00:00Z Rel,76.55939640566152kW,812.8800048828125kW,304.7509779393234kW,195.36229443285205kW,614.3860473632812kW,59.61913505247346kW,178.8246756138625kW,2359.416259765625kW,31.984651007574996kW,262.4069424422577kW,480.65385149390573kW,130.1219097072989kW,24.752120971679688kW,130.9733353498248kW,71.64530181884766kW,179.64591277184294kW,21.199180603027344kW,169.10243273196406kW,113.77347731086945kW,"",367.95573787194724kW,51.69097147268271kW,345.3673158841661kW,"",475.8217214315908kW,1787.2601318359375kW,81.29048763946257kW,179.9300578620698kW,298.8874043793148kW,41.59945093490458kW,47.435157733228536kW,320.1119795449571kW,299.723231679422kW,523.1871168115402kW,277.24517822265625kW,57.04730505283222kW,164.48876953125kW,81.63685663148209kW,431.3713345644216kW,125.13347989594492kW,147.5537872314453kW,679.5043466098222kW,468.26382278195143kW,520.5886266482322kW
2024-01-23T00:00:00Z Rel,69.84771486697376kW,814.1548461914062kW,285.17853559123154kW,181.4088178806834kW,638.860595703125kW,57.98446921039509kW,177.46012081031438kW,2377.617919921875kW,29.114512607576636kW,266.6753960881408kW,456.3526955692853kW,133.79459231588567kW,22.200763702392578kW,127.10120440076905kW,74.06707000732422kW,173.2909080708467kW,22.54227066040039kW,171.5628778784365kW,113.73280234027794kW,"",419.56088122509124kW,53.328669671372126kW,318.54069504808535kW,"",470.1229945832716kW,1787.2601318359375kW,92.88576798447858kW,185.43091786808435kW,296.98790998193965kW,40.98541290850554kW,56.95052168091142kW,331.2788072303489kW,286.8044359329009kW,512.481488010266kW,292.407958984375kW,56.70493125339346kW,198.99496459960938kW,83.25939701120063kW,445.77321762897293kW,124.84282251040138kW,148.6529998779297kW,672.5784250181697kW,451.5715037716753kW,535.4304179597789kW
